Country,Year,AnnualMeanTemp,TempVolatility,iso_code,population,gdp,co2,co2_per_capita,cumulative_co2,ghg_per_capita,greenhouse_gas,gdp_per_capita,carbon_intensity_elec,electricity_generation,CoalShare,GasShare,NuclearShare,HydroShare,SolarShare,WindShare,RenewablesShare,Low_carbonShare
Italy,2020,10.133291873963515,4.495684799613069,ITA,59912763.0,1925751927111.0,302.6,5.051,24715.68,5.864,351.307,32142.59918393348,334.2,276.81,4.833640403164625,48.300278169141286,0.0,17.17784762111195,9.009790108738846,6.7772118059318665,42.23113326830678,42.23113326830678
Latvia,2000,8.687214611872147,6.365446384370418,LVA,2368320.0,26727290777.0,7.082,2.99,800.398,2.283,5.407,11285.337613582624,147.34,4.14,0.0,27.294685990338163,0.0,68.11594202898551,0.0,0.0,68.11594202898551,68.11594202898551
Latvia,2001,7.761643835616439,8.59906689869931,LVA,2338299.0,28242589693.0,7.497,3.206,807.894,2.983,6.975,12078.262742703137,147.54,4.27,0.0,30.444964871194387,0.0,66.27634660421546,0.0,0.0,66.27634660421546,66.27634660421546
Latvia,2002,8.171283471837489,8.732894135013685,LVA,2311358.0,30014856985.0,7.52,3.254,815.415,2.948,6.814,12985.810499714886,166.25,3.97,0.0,32.99748110831234,0.0,61.96473551637279,0.0,0.2518891687657431,62.468513853904284,62.468513853904284
Latvia,2003,7.595585996955861,8.562448100792984,LVA,2288983.0,32298352002.0,7.726,3.375,823.141,4.503,10.307,14110.350318023331,171.29,3.97,0.0,38.53904282115869,0.0,57.17884130982368,0.0,1.2594458438287155,58.94206549118387,58.94206549118387
Latvia,2004,7.3183060109289615,7.915836317805621,LVA,2264179.0,34720425840.0,7.731,3.415,830.872,6.606,14.957,15334.664723946296,136.46,4.69,0.0,30.490405117270786,0.0,66.31130063965884,0.0,1.0660980810234542,68.23027718550107,68.23027718550107
Latvia,2005,7.28234398782344,8.640768573235034,LVA,2239787.0,38143684659.0,7.811,3.487,838.683,7.824,17.525,17030.050026631998,130.08,4.92,0.0,30.284552845528456,0.0,67.6829268292683,0.0,1.016260162601626,69.51219512195121,69.51219512195121
Latvia,2006,7.594368340943684,9.149534196370347,LVA,2219039.0,42361248688.0,8.31,3.745,846.993,6.294,13.967,19089.907247236304,171.78,4.89,0.0,42.944785276073624,0.0,55.21472392638037,0.0,1.0224948875255624,57.05521472392638,57.05521472392638
Latvia,2007,7.827380952380953,8.067393388441458,LVA,2200774.0,46228816935.0,8.637,3.925,855.63,6.101,13.428,21005.708416675225,163.87,4.76,0.0,40.33613445378151,0.0,57.352941176470594,0.0,1.050420168067227,59.2436974789916,59.2436974789916
Latvia,2008,8.068070818070819,6.501855581703739,LVA,2177710.0,44217430207.0,8.198,3.765,863.828,5.822,12.679,20304.553961271242,157.5,5.27,0.0,39.08918406072107,0.0,59.01328273244783,0.0,1.1385199240986716,60.91081593927894,60.91081593927894
Latvia,2009,7.022741147741148,7.865608642130081,LVA,2142044.0,37590730012.0,7.456,3.481,871.284,5.532,11.85,17548.99993277449,147.22,5.57,0.0,36.08617594254937,0.0,62.11849192100538,0.0,0.8976660682226212,63.91382405745063,63.91382405745063
Latvia,2010,5.9222222222222225,10.664478864260495,LVA,2097834.0,35881177042.0,8.555,4.078,879.839,6.26,13.132,17103.916249808135,179.49,6.63,0.0,45.09803921568628,0.0,53.09200603318251,0.0,0.7541478129713425,54.90196078431373,54.90196078431373
Latvia,2011,7.489497716894978,8.765109156316182,LVA,2059940.0,37869724459.0,7.808,3.791,887.647,6.463,13.313,18383.89684117013,197.04,6.09,0.0,49.42528735632183,0.0,47.454844006568145,0.0,1.149425287356322,50.57471264367817,50.57471264367817
Latvia,2012,6.405130540376442,8.753842172861985,LVA,2034639.0,40536567235.0,7.52,3.696,895.167,7.011,14.265,19923.223350677934,145.87,6.17,0.0,33.38735818476499,0.0,60.129659643435986,0.0,1.7828200972447326,66.61264181523502,66.61264181523502
Latvia,2013,7.304109589041096,8.967405843654184,LVA,2013004.0,41350512828.0,7.369,3.661,902.536,6.524,13.132,20541.694317547306,187.1,6.2,0.0,43.064516129032256,0.0,46.935483870967744,0.0,1.9354838709677418,56.935483870967744,56.935483870967744
Latvia,2014,7.844322344322345,7.941673170716249,LVA,1994153.0,42137028688.0,7.172,3.597,909.708,6.736,13.434,21130.288743140572,202.34,5.14,0.0,45.525291828793776,0.0,38.715953307393,0.0,2.723735408560312,54.474708171206224,54.474708171206224
Latvia,2015,8.268467643467643,6.503305092684923,LVA,1977874.0,43774190659.0,7.262,3.672,916.971,7.901,15.628,22131.940992702264,220.22,5.54,0.0,49.81949458483754,0.0,33.57400722021661,0.0,2.707581227436823,50.18050541516244,50.18050541516244
Latvia,2016,7.656718702173248,8.260463506447987,LVA,1959863.0,44810998817.0,7.211,3.679,924.181,7.159,14.03,22864.35267005908,204.05,6.42,0.0,45.794392523364486,0.0,39.40809968847352,0.0,2.0249221183800623,54.20560747663551,54.20560747663551
Latvia,2017,7.311415525114156,7.136158827737411,LVA,1942599.0,46295495418.0,7.215,3.714,931.397,7.166,13.92,23831.730284016412,140.77,7.53,0.0,27.490039840637447,0.0,58.16733067729083,0.0,1.9920318725099602,72.50996015936255,72.50996015936255
Latvia,2018,8.148096992019644,9.425843170004963,LVA,1927586.0,48143398790.0,7.843,4.069,939.24,7.879,15.188,24976.00563087717,215.77,6.72,0.0,47.91666666666667,0.0,36.16071428571429,0.0,1.7857142857142856,51.93452380952381,51.93452380952381
Latvia,2019,8.528474156607862,7.264829143801523,LVA,1914267.0,49380620266.0,7.633,3.988,946.873,7.642,14.628,25796.09859335192,223.6,6.44,0.0,50.46583850931676,0.0,32.7639751552795,0.0,2.329192546583851,49.534161490683225,49.534161490683225
Latvia,2020,4.3482587064676625,2.709164032206839,LVA,1901119.0,48292861660.0,6.999,3.682,953.872,7.376,14.023,25402.334972192693,176.57,5.72,0.0,36.36363636363637,0.0,45.45454545454546,0.0,3.146853146853147,63.63636363636365,63.63636363636365
Macedonia,2000,12.317698846387373,9.380795221020444,MKD,2057254.0,16307994486.0,8.468,4.116,352.082,6.744,13.874,7927.069037658937,822.32,6.81,76.50513950073422,0.0,0.0,17.180616740088105,0.0,0.0,17.180616740088105,17.180616740088105
Macedonia,2001,12.450989345509894,9.588937950585201,MKD,2066300.0,15872667390.0,8.292,4.013,360.374,6.894,14.244,7681.685810385714,907.38,6.37,87.44113029827317,0.0,0.0,9.89010989010989,0.0,0.0,9.89010989010989,9.89010989010989
Macedonia,2002,12.073407202216066,8.790402193716897,MKD,2074482.0,16017432272.0,7.837,3.778,368.211,5.903,12.247,7721.171970641346,880.13,6.09,84.07224958949098,0.0,0.0,12.479474548440066,0.0,0.0,12.479474548440066,12.479474548440066
Macedonia,2003,12.588064713064714,9.477781287388144,MKD,2081417.0,16466000239.0,8.533,4.1,376.744,5.775,12.021,7910.956929341886,811.29,6.73,79.34621099554235,0.0,0.0,20.356612184249627,0.0,0.0,20.356612184249627,20.356612184249627
Macedonia,2004,12.266545233758348,8.300169088796908,MKD,2086581.0,17324217189.0,8.229,3.944,384.974,5.625,11.738,8302.681366790937,794.29,6.66,77.47747747747748,0.0,0.0,22.22222222222222,0.0,0.0,22.22222222222222,22.22222222222222
Macedonia,2005,11.696499238964993,8.779480537386643,MKD,2089809.0,18219129334.0,8.596,4.113,393.569,5.445,11.379,8718.083487055515,802.59,6.94,78.38616714697406,0.0,0.0,21.469740634005763,0.0,0.0,21.469740634005763,21.469740634005763
Macedonia,2006,11.897869101978692,8.967809271254602,MKD,2089232.0,19227779553.0,8.651,4.141,402.22,5.234,10.935,9203.27639678121,768.9,7.01,72.89586305278175,0.0,0.0,23.53780313837375,0.0,0.0,23.53780313837375,23.53780313837375
Macedonia,2007,13.159798534798536,8.824527197223645,MKD,2081972.0,20547244002.0,9.013,4.329,411.233,5.509,11.47,9869.126002655175,835.39,6.5,77.07692307692308,0.0,0.0,15.53846153846154,0.0,0.0,15.53846153846154,15.53846153846154
Macedonia,2008,13.268772893772896,8.141413151429944,MKD,2070837.0,21752220835.0,8.936,4.315,420.17,5.298,10.971,10504.071945305208,873.22,6.31,83.8351822503962,0.0,0.0,13.312202852614895,0.0,0.0,13.312202852614895,13.312202852614895
Macedonia,2009,12.568376068376068,8.305875432201393,MKD,2060601.0,21758909955.0,8.248,4.002,428.417,6.111,12.593,10559.496940455721,816.72,6.82,77.71260997067448,0.0,0.0,18.621700879765395,0.0,0.0,18.621700879765395,18.621700879765395
Macedonia,2010,12.901674277016744,8.077533425479308,MKD,2051510.0,22583127369.0,8.182,3.988,436.599,5.434,11.147,11008.051322684267,677.69,7.26,65.28925619834712,0.4132231404958678,0.0,33.47107438016529,0.0,0.0,33.47107438016529,33.47107438016529
Macedonia,2011,12.083257229832572,9.292637023854727,MKD,2040445.0,23201482935.0,8.823,4.324,445.422,7.911,16.142,11370.795554401124,794.38,6.76,76.4792899408284,1.3313609467455623,0.0,21.153846153846153,0.0,0.0,21.153846153846153,21.153846153846153
Macedonia,2012,12.806010928961749,10.317111427291945,MKD,2027288.0,23095684802.0,8.457,4.171,453.879,6.588,13.356,11392.404434890355,819.49,6.26,77.15654952076679,4.792332268370607,0.0,16.61341853035144,0.0,0.0,16.61341853035144,16.61341853035144
Macedonia,2013,13.092085235920853,8.518739177396009,MKD,2013280.0,23771197646.0,7.452,3.702,461.331,5.633,11.34,11807.199021497257,719.21,6.09,66.17405582922825,5.911330049261084,0.0,25.94417077175698,0.16420361247947457,0.0,26.108374384236456,26.108374384236456
Macedonia,2014,13.195665445665448,7.155331257314585,MKD,1997842.0,24633991465.0,7.167,3.587,468.498,5.407,10.803,12330.300126336317,749.07,5.38,69.51672862453532,3.717472118959108,0.0,22.490706319702603,0.1858736059479554,1.301115241635688,23.977695167286246,23.977695167286246
Macedonia,2015,12.951007326007327,9.048289560653748,MKD,1980366.0,25583815729.0,6.72,3.393,475.218,5.136,10.171,12918.731047190267,631.86,5.65,58.40707964601769,3.185840707964602,0.0,33.097345132743364,0.35398230088495575,2.1238938053097343,35.929203539823,35.929203539823
Macedonia,2016,12.728054020871701,8.523769446623692,MKD,1961268.0,26312536822.0,6.606,3.368,481.824,4.922,9.654,13416.084299544988,593.25,5.63,51.33214920071049,10.124333925399643,0.0,33.747779751332146,0.3552397868561279,1.9538188277087036,36.767317939609235,36.767317939609235
Macedonia,2017,12.70502283105023,9.567629998712658,MKD,1940877.0,26597107306.0,7.09,3.653,488.914,5.135,9.967,13703.654227444604,705.36,5.6,60.53571428571429,14.821428571428571,0.0,19.821428571428573,0.35714285714285715,1.9642857142857146,23.03571428571429,23.03571428571429
Macedonia,2018,13.341028008618038,8.399806826451995,MKD,1919730.0,27363281668.0,6.654,3.466,495.568,4.878,9.365,14253.713630562632,595.37,5.61,50.80213903743316,13.36898395721925,0.0,31.90730837789661,0.35650623885918004,1.7825311942959003,34.93761140819964,34.93761140819964
Macedonia,2019,13.782575054162798,8.594096219576254,MKD,1897643.0,28433274864.0,7.625,4.018,503.192,5.245,9.953,14983.468894834275,700.17,5.87,59.79557069846677,16.35434412265758,0.0,19.761499148211243,0.34071550255536626,1.7035775127768313,22.82793867120954,22.82793867120954
Macedonia,2020,6.9631011608623545,5.387472230656703,MKD,1872021.0,27100243788.0,6.98,3.729,510.172,4.962,9.29,14476.463558902384,623.6,5.34,49.250936329588015,21.34831460674157,0.0,23.970037453183522,0.37453183520599254,2.247191011235955,27.715355805243448,27.715355805243448
Norway,2000,6.463418336369156,6.513305264401946,NOR,4490864.0,242751277829.0,42.131,9.381,1747.306,12.594,56.559,54054.470994668285,25.75,142.52,0.028066236317709794,0.1473477406679764,0.0,99.50884086444006,0.0,0.021049677238282345,99.71232107774348,99.71232107774348
Norway,2001,4.686453576864536,8.621434231560317,NOR,4513650.0,255455331302.0,43.519,9.642,1790.825,13.042,58.866,56596.17633223666,26.87,121.32,0.03297065611605671,0.19782393669634024,0.0,99.29113089350479,0.0,0.02472799208704253,99.52192548631717,99.52192548631717
Norway,2002,5.140658664204371,9.326939502776364,NOR,4538016.0,267081351259.0,42.571,9.381,1833.396,12.813,58.147,58854.21101622383,26.49,130.24,0.030712530712530713,0.15356265356265356,0.0,99.33200245700246,0.0,0.06142506142506143,99.58538083538082,99.58538083538082
Norway,2003,5.446118721461188,8.315194728158868,NOR,4564666.0,277856282106.0,43.919,9.622,1877.315,13.281,60.623,60871.10910327284,27.75,106.67,0.037498828161619945,0.28124121121214957,0.0,98.88440986219182,0.0,0.2062435548889097,99.40001874941407,99.40001874941407
Norway,2004,5.622191863995143,7.859426555104741,NOR,4591739.0,297743119876.0,44.257,9.638,1921.572,13.304,61.09,64843.215147028175,27.88,110.1,0.03633060853769301,0.33605812897366033,0.0,98.80108991825614,0.0,0.2270663033605813,99.35513169845595,99.35513169845595
Norway,2005,6.044444444444444,7.335178752508654,NOR,4623120.0,314940774381.0,43.279,9.361,1964.851,12.941,59.828,68122.99364520064,26.96,137.25,0.029143897996357013,0.2768670309653916,0.0,98.86338797814207,0.0,0.36429872495446264,99.4681238615665,99.4681238615665
Norway,2006,6.207762557077626,8.804976099521381,NOR,4660487.0,332457531096.0,43.859,9.411,2008.71,13.049,60.815,71335.36282710369,27.88,121.22,0.03299785513941594,0.38772479788813724,0.0,98.47384919980202,0.0,0.527965682230655,99.32354396964197,99.32354396964197
Norway,2007,5.841750841750842,7.613978013054347,NOR,4709017.0,352692911227.0,45.605,9.685,2054.315,13.475,63.453,74897.35357230606,28.58,136.11,0.029387995004040848,0.558371905076776,0.0,98.19998530600249,0.0,0.6538828888399089,99.1404011461318,99.1404011461318
Norway,2008,6.462468789013734,7.103908234397578,NOR,4768097.0,364943654963.0,44.692,9.373,2099.007,13.067,62.303,76538.63899224365,27.48,141.19,0.02833061831574474,0.3116368014731921,0.0,98.47722926552872,0.0,0.6445215666831929,99.40505701536935,99.40505701536935
Norway,2009,5.11935286935287,8.475438454183886,NOR,4828625.0,370113292846.0,43.098,8.926,2142.105,12.436,60.05,76649.83154541925,39.09,130.97,0.030541345346262502,3.22974727036726,0.0,95.65549362449416,0.0,0.7406276246468657,96.57173398488203,96.57173398488203
Norway,2010,2.8333333333333335,10.526226069587521,NOR,4889160.0,383760934305.0,45.659,9.339,2187.764,12.883,62.985,78492.2019948212,42.88,123.14,0.032483352281955494,3.8980022738346594,0.0,94.80266363488712,0.0,0.706512912132532,95.79340587948676,95.79340587948676
Norway,2011,5.8184170471841705,8.28469181799262,NOR,4952969.0,399420041611.0,44.775,9.04,2232.539,12.4,61.415,80642.54825963982,38.36,125.93,0.03176367823393949,2.9460811561978875,0.0,95.51338044945604,0.0,1.0243786230445484,96.80775033748907,96.80775033748907
Norway,2012,4.9058894960534305,7.6983386170218076,NOR,5018453.0,410276121127.0,44.258,8.819,2276.797,11.927,59.857,81753.50474080359,32.15,146.18,0.027363524421945548,1.5323573676289508,0.0,96.94896702695307,0.0,1.0534956902449035,98.22821179367902,98.22821179367902
Norway,2013,5.097716894977169,8.551529299917842,NOR,5080126.0,414445317738.0,44.539,8.767,2321.336,11.939,60.652,81581.70048105106,33.95,133.14,0.030043563166591562,1.5547543938711132,0.0,96.24455460417606,0.0,1.4120474688298033,97.95703770467178,97.95703770467178
Norway,2014,6.802045177045176,7.657237850783415,NOR,5137397.0,422933730082.0,44.975,8.754,2366.311,11.939,61.336,82324.5176656583,33.93,140.88,0.028392958546280524,1.5758091993185692,0.0,96.15985235661556,0.0,1.5758091993185692,97.91311754684838,97.91311754684838
Norway,2015,6.174908424908424,6.294131737294878,NOR,5189777.0,430788988142.0,45.523,8.772,2411.834,12.032,62.446,83007.22519329829,33.64,143.0,0.027972027972027972,1.5384615384615385,0.0,96.01398601398601,0.0,1.7622377622377623,97.95104895104895,97.95104895104895
Norway,2016,5.834100675260896,8.13780134477424,NOR,5235974.0,435806553454.0,44.708,8.539,2456.542,11.8,61.784,83233.13932689505,33.1,148.03,0.027021549685874488,1.4929406201445652,0.0,96.47368776599338,0.0,1.425386745929879,98.05444842261704,98.05444842261704
Norway,2017,5.485844748858448,7.3089517579348104,NOR,5276807.0,446543702505.0,44.197,8.376,2500.739,11.693,61.7,84623.84591761646,32.98,148.27,0.026977810750657583,1.3893572536588654,0.0,96.02077291427801,0.0,1.9221690159843527,98.11829770014162,98.11829770014162
Norway,2018,6.055402087170044,9.661117114278953,NOR,5311751.0,450245217440.0,44.472,8.372,2545.211,11.685,62.067,84763.99165548234,33.1,145.94,0.027408524050979856,1.4937645607784023,0.0,95.23091681512949,0.0,2.651774701932301,98.01973413731672,98.01973413731672
Norway,2019,5.627514701330857,7.583372341080861,NOR,5347733.0,455304831150.0,42.866,8.016,2588.077,11.312,60.492,85139.78374574796,33.48,133.83,0.029888664723903457,1.539266233281028,0.0,93.61877008144661,0.007472166180975864,4.124635731898676,97.93768213405065,97.93768213405065
Norway,2020,2.803067993366501,2.7018548827726785,NOR,5379275.0,449485260525.0,41.275,7.673,2629.352,10.946,58.882,83558.70642884032,30.39,154.32,0.02592016588906169,1.043286677034733,0.0,91.88698807672371,0.05184033177812338,6.421721099015035,98.51607050285122,98.51607050285122
Poland,2000,9.651639344262295,6.937155100026545,POL,38258077.0,488207682001.0,317.306,8.294,21388.738,10.759,411.605,12760.904893390225,954.6,143.18,94.90850677468919,0.6495320575499371,0.0,1.4736695069143733,0.0,0.0,1.627322251711133,1.627322251711133
Poland,2001,8.388432267884323,8.379687352928183,POL,38247359.0,499086644170.0,313.267,8.191,21702.004,10.366,396.47,13048.917813384187,949.56,143.72,93.91177289173392,0.9462844419704982,0.0,1.6212079042582799,0.0,0.006957973838018369,1.9343167269691066,1.9343167269691066
Poland,2002,9.205755617112958,8.803144791425147,POL,38229407.0,514089670231.0,305.852,8.0,22007.857,9.958,380.704,13447.492665292977,945.61,142.49,93.29777528247595,1.5439679977542284,0.0,1.6001122885816546,0.0,0.04210821812056986,1.943996069899642,1.943996069899642
Poland,2003,8.371232876712329,8.7648065889716,POL,38203527.0,537330337680.0,318.733,8.343,22326.59,10.39,396.923,14064.940592526968,949.8,150.01,93.76708219452037,1.61322578494767,0.0,1.1132591160589294,0.0,0.07999466702219851,1.4999000066662223,1.4999000066662223
Poland,2004,8.465695203400122,7.625328446206467,POL,38167568.0,570430122148.0,323.621,8.479,22650.211,10.285,392.54,14945.41444579335,941.26,152.54,92.51343909794153,2.110921725449063,0.0,1.3635767667497052,0.0,0.09177920545430708,2.0978104103841617,2.0978104103841617
Poland,2005,8.667427701674278,8.18753966603417,POL,38124377.0,595958527688.0,322.577,8.461,22972.789,10.466,399.01,15631.954528411048,932.26,155.29,91.36454375684204,3.3228153776804694,0.0,1.4167042307939985,0.0,0.09015390559598171,2.479232403889497,2.479232403889497
Poland,2006,9.045966514459666,9.662843332140042,POL,38071169.0,638713864539.0,336.387,8.836,23309.174,10.565,402.215,16776.838781572482,931.92,160.7,91.48102053515869,2.8500311138767893,0.0,1.269446172993155,0.0,0.16179215930304916,2.6695706285003116,2.6695706285003116
Poland,2007,9.737179487179487,7.503579335669698,POL,38020420.0,690249985288.0,335.735,8.83,23644.91,10.784,409.996,18154.71752516148,925.44,158.52,90.84658087307595,2.8261418117587684,0.0,1.4824627807216755,0.0,0.32803431743628564,3.4254352763058287,3.4254352763058287
Poland,2008,9.841117216117217,6.941283651571897,POL,37995902.0,726319216200.0,329.428,8.67,23974.338,10.492,398.639,19115.725064245085,918.51,154.5,89.89644012944983,3.029126213592233,0.0,1.3915857605177993,0.0,0.5436893203883495,4.2783171521035595,4.2783171521035595
Poland,2009,8.80006105006105,8.060213000609657,POL,38002153.0,760579624624.0,315.886,8.312,24290.225,9.596,364.679,20014.119321713166,904.81,150.86,88.41309823677581,3.1751292589155504,0.0,1.5776216359538644,0.0,0.7158955322815855,5.760307569932387,5.760307569932387
Poland,2010,7.964231354642314,9.721559928836715,POL,38095356.0,795619859853.0,334.028,8.768,24624.25,10.541,401.57,20884.956682200318,893.03,156.77,87.07660904509791,3.061810295337118,0.0,1.8626012629967468,0.0,1.0588760604707532,6.940103336097468,6.940103336097468
Poland,2011,9.093455098934552,7.998680126312563,POL,38208644.0,843236863910.0,333.406,8.726,24957.656,10.224,390.637,22069.269558741733,881.69,162.87,85.81076932522869,3.5734020998342233,0.0,1.430588813163873,0.0,1.9647571682937313,8.061644256155216,8.061644256155216
Poland,2012,8.700060716454159,9.024056217343823,POL,38247867.0,856266755052.0,325.778,8.518,25283.436,10.012,382.93,22387.307377219233,860.79,161.48,83.3353975724548,3.876641070101561,0.0,1.263314342333416,0.0,2.941540748080258,10.453306911072579,10.453306911072579
Poland,2013,8.89558599695586,8.515446065721894,POL,38259267.0,863601156195.0,321.757,8.41,25605.193,9.954,380.849,22572.339302658358,863.23,163.78,84.08841128342898,3.217731102698742,0.0,1.4898033947978995,0.0,3.663450970814507,10.416412260349247,10.416412260349247
Poland,2014,9.784798534798536,7.593146600695301,POL,38265113.0,896737189458.0,309.415,8.086,25914.607,9.489,363.079,23434.850158628826,844.08,158.35,81.79349542153459,3.3659614777391855,0.0,1.376697189769498,0.006315124723713294,4.8500157878118095,12.53552257657089,12.53552257657089
Poland,2015,10.55326617826618,7.453227224019876,POL,38266314.0,936043804062.0,312.549,8.168,26227.156,9.532,364.748,24461.300455068653,826.11,164.3,79.44004869141814,3.8892270237370656,0.0,1.1138161898965306,0.03651856360316494,6.609860012172854,13.810103469263543,13.810103469263543
Poland,2016,9.925260896255372,8.095980701650168,POL,38263260.0,963689941627.0,323.3,8.449,26550.459,9.9,378.8,25185.77720839782,818.55,166.0,78.50602409638554,4.716867469879518,0.0,1.2891566265060241,0.07228915662650602,7.5843373493975905,13.740963855421686,13.740963855421686
Poland,2017,9.559208523592085,7.884783974997857,POL,38254964.0,1013223736654.0,336.505,8.796,26886.963,10.272,392.969,26486.072151420663,805.54,169.91,77.19380848684597,5.903125183920899,0.0,1.5066800070625626,0.10005296921899831,8.77523394738391,14.201636160320168,14.201636160320168
Poland,2018,10.720837180670976,9.155516573429166,POL,38241070.0,1073462064151.0,335.719,8.779,27222.682,10.486,401.005,28070.921241246648,809.01,169.43,77.05837218910465,7.454405949359617,0.0,1.162722068110724,0.17706427433158237,7.554742371480848,12.76043203682937,12.76043203682937
Poland,2019,11.025224388734138,7.811226255341148,POL,38225884.0,1121231497071.0,317.444,8.304,27540.125,10.159,388.339,29331.734933088796,771.66,163.22,72.38083568190173,9.067516235755422,0.0,1.200833231221664,0.4349957113098885,9.257443940693543,15.598578605563043,15.598578605563043
Poland,2020,5.887645107794362,3.681053022127439,POL,38171005.0,1098581305284.0,302.102,7.914,27842.229,9.522,363.455,28780.518230630816,738.28,157.15,68.3423480750875,11.002227171492205,0.0,1.3490295895641107,1.247216035634744,10.054088450524976,17.963728921412663,17.963728921412663
Portugal,2000,16.820279295689133,4.440280648396413,PRT,10283196.0,238756377443.0,65.504,6.37,1483.78,7.993,82.195,23218.110152038334,546.17,43.21,33.78847489007174,16.523952788706318,0.0,26.1976394353159,0.0,0.39342744735015045,29.784772043508447,29.784772043508447
Portugal,2001,16.788432267884325,4.315698267379408,PRT,10354329.0,244348167969.0,65.187,6.296,1548.967,7.916,81.964,23598.648253208874,506.95,46.06,29.54841511072514,15.65349544072948,0.0,30.460269214068603,0.0,0.5644811115935736,34.172818063395574,34.172818063395574
Portugal,2002,16.844875346260388,3.513011132038242,PRT,10413045.0,247190712485.0,69.583,6.682,1618.55,7.954,82.828,23738.56182173418,592.54,45.55,33.39187705817783,19.846322722283205,0.0,17.12403951701427,0.0,0.7903402854006586,21.36114160263447,21.36114160263447
Portugal,2003,17.254642313546423,4.864585658483859,PRT,10454246.0,245847246169.0,64.482,6.168,1683.032,7.533,78.757,23516.497140874628,485.23,46.39,31.321405475317952,16.68463030825609,0.0,33.886613494287566,0.0,1.0778184953653804,38.15477473593447,38.15477473593447
Portugal,2004,17.030898021308982,4.790284574312375,PRT,10481386.0,251279602163.0,67.302,6.421,1750.334,7.25,75.986,23973.890682300986,541.18,44.68,33.25872873769024,26.16383169203223,0.0,22.090420769919426,0.0,1.8352730528200536,27.55147717099373,27.55147717099373
Portugal,2005,17.075854700854702,5.240104277447466,PRT,10502993.0,254196923131.0,69.64,6.63,1819.974,7.555,79.352,24202.33195728113,595.31,46.01,33.101499673983916,29.580525972614645,0.0,10.280373831775702,0.0,3.846989784829385,17.930884590306455,17.930884590306455
Portugal,2006,17.498626373626372,5.272704322425239,PRT,10524123.0,259159946424.0,64.856,6.163,1884.83,7.02,73.882,24625.32473480213,503.93,48.4,30.909090909090914,25.495867768595044,0.0,22.72727272727273,0.0,6.053719008264463,32.47933884297521,32.47933884297521
Portugal,2007,16.913443830570902,4.292302479031665,PRT,10546822.0,266663287450.0,62.38,5.915,1947.21,7.336,77.367,25283.757273043957,472.28,46.71,26.546777991864694,28.08820381074716,0.0,21.60137015628345,0.04281738385784629,8.64911153928495,34.70348961678442,34.70348961678442
Portugal,2008,16.846575342465755,4.016721920660143,PRT,10564086.0,268239264717.0,60.01,5.681,2007.22,6.811,71.952,25391.62069648051,471.55,45.34,24.702249669166296,33.524481693868545,0.0,14.997794441993822,0.08822232024702249,12.704014115571239,32.289369210410236,32.289369210410236
Portugal,2009,17.822496947496948,4.589508304189018,PRT,10576265.0,261270596745.0,57.147,5.403,2064.367,6.318,66.818,24703.484334498047,452.82,49.38,26.123936816524907,29.7893884163629,0.0,16.767922235722963,0.32401782098015386,15.35034426893479,37.03928716079384,37.03928716079384
Portugal,2010,17.322374429223746,4.888035667843953,PRT,10578659.0,267277408809.0,52.89,5.0,2117.257,5.969,63.143,25265.717404162475,317.13,53.48,13.275991024682124,27.86088257292446,0.0,30.198204936424833,0.3926701570680628,17.165295437546746,53.01047120418849,53.01047120418849
Portugal,2011,17.407356532356534,4.3999231136380965,PRT,10557050.0,263425010810.0,51.784,4.905,2169.041,5.951,62.824,24952.52090404043,375.05,51.78,19.022788721514097,28.814213982232523,0.0,22.28659714175357,0.540749324063345,17.69022788721514,46.56237929702588,46.56237929702588
Portugal,2012,16.138356164383563,4.61346381074739,PRT,10513155.0,252737143203.0,49.932,4.749,2218.972,5.988,62.955,24040.085321960916,441.24,45.44,28.807218309859156,23.481514084507044,0.0,12.367957746478874,0.858274647887324,22.57922535211268,42.627640845070424,42.627640845070424
Portugal,2013,16.32843587389042,4.79397221651443,PRT,10458287.0,250405237435.0,48.146,4.604,2267.119,5.681,59.408,23943.23634788374,340.42,50.35,23.515392254220455,14.359483614697123,0.0,27.26911618669315,0.9533267130089373,23.85302879841112,58.53028798411122,58.53028798411122
Portugal,2014,16.54502442002442,4.1493916067936345,PRT,10406203.0,252388910611.0,47.942,4.607,2315.061,5.642,58.716,24253.69854989375,325.68,51.8,23.06949806949807,13.185328185328185,0.0,30.057915057915057,1.2162162162162162,23.37837837837838,60.945945945945944,60.945945945945944
Portugal,2015,16.73324150596878,4.3566639571137795,PRT,10370264.0,256911888409.0,52.233,5.037,2367.294,6.059,62.828,24773.9004917329,413.96,51.14,28.803285099726246,20.649198279233477,0.0,16.933906922174423,1.5643332029722332,22.682831443097378,47.6339460305045,47.6339460305045
Portugal,2016,16.7963474524248,4.647512805175523,PRT,10346377.0,262100101273.0,50.311,4.863,2417.605,6.103,63.139,25332.548898324505,343.61,59.05,21.388653683319223,21.303979678238782,0.0,26.621507197290434,1.4733276883996613,21.117696867061813,54.699407281964426,54.699407281964426
Portugal,2017,17.128158295281583,4.446645851997064,PRT,10330838.0,271290329012.0,55.165,5.34,2472.77,6.745,69.677,26260.244233042857,433.76,57.59,25.473172425768357,32.80083347803438,0.0,10.24483417259941,1.7190484459107485,21.271054002430976,39.20819586733808,39.20819586733808
